Gene,Contrast,Estimate,Pr(>|t|),FDR
COQ8B,Brain - Breast,-1.248370783,0.418451433,0.83686882
MAP4,Brain - Breast,0.938535333,0.420374693,0.83686882
MRPL14,Brain - Breast,-0.87407705,0.415957768,0.83686882
DDI2,Brain - Breast,-1.275136441,0.415087354,0.83686882
PPP1R9B,Brain - Breast,-0.66760566,0.418923741,0.83686882
ANKRD54,Brain - Breast,-1.257223145,0.417584513,0.83686882
TAB3,Brain - Breast,-1.257977091,0.41870922,0.83686882
CAMK2D,Brain - Breast,-1.178078902,0.421164689,0.83686882
NUDT14,Brain - Breast,1.400526807,0.418330747,0.83686882
DPY19L4,Brain - Breast,-1.210772188,0.415826373,0.83686882
EARS2,Brain - Breast,-1.402895169,0.421299999,0.83686882
CAMTA1,Brain - Breast,-0.907542838,0.413974846,0.83686882
UQCR11,Brain - Breast,0.181322474,0.415573141,0.83686882
AGRN,Brain - Breast,0.899433672,0.413892497,0.83686882
ANKRD36B,Brain - Breast,-0.110449408,0.416951103,0.83686882
CYFIP2,Brain - Breast,-1.273270435,0.418797365,0.83686882
FAM83H,Brain - Breast,1.271681335,0.415264461,0.83686882
LARS1,Brain - Breast,-0.973106725,0.41377343,0.83686882
MRPL45,Brain - Breast,-1.571311246,0.416537416,0.83686882
TGIF2,Brain - Breast,-1.507482536,0.421284143,0.83686882
TMEM238,Brain - Breast,-1.006806663,0.417242467,0.83686882
GNPTG,Brain - Breast,-1.086812879,0.420090759,0.83686882
DGKD,Brain - Breast,1.337490084,0.421800199,0.837524286
CD96,Brain - Breast,-1.599297924,0.421871479,0.837524286
TECR,Brain - Breast,-1.453347358,0.421981139,0.837524286
SLC35D2,Brain - Breast,-0.932673558,0.422450914,0.837991763
DERL2,Brain - Breast,-1.400276373,0.422382662,0.837991763
COX5A,Brain - Breast,-1.117232394,0.422897505,0.838180511
MGST1,Brain - Breast,1.501702047,0.422664883,0.838180511
C1D,Brain - Breast,-1.425365694,0.422841208,0.838180511
ETV3,Brain - Breast,-0.563630834,0.424187082,0.838263514
TRIM26,Brain - Breast,-1.065518546,0.424345276,0.838263514
FTH1,Brain - Breast,0.140523714,0.423638115,0.838263514
USP7,Brain - Breast,1.146572625,0.423242747,0.838263514
EMG1,Brain - Breast,-1.194013702,0.423530994,0.838263514
PHGDH,Brain - Breast,1.294163222,0.423944362,0.838263514
RWDD2B,Brain - Breast,-1.486760752,0.424071622,0.838263514
HDAC8,Brain - Breast,-1.439869287,0.423477809,0.838263514
NDRG3,Brain - Breast,-1.149464172,0.423762505,0.838263514
MEN1,Brain - Breast,-1.236415775,0.42376016,0.838263514
FUNDC1,Brain - Breast,-1.449567002,0.424301218,0.838263514
REL,Brain - Breast,-1.442595729,0.423381186,0.838263514
ARFIP1,Brain - Breast,-0.56644339,0.425222363,0.838375863
SH3D21,Brain - Breast,-0.890472685,0.424757921,0.838375863
GTF2A2,Brain - Breast,-1.185099659,0.424743657,0.838375863
FBLN1,Brain - Breast,-0.846998979,0.424911396,0.838375863
MIOS,Brain - Breast,-1.420523698,0.425130891,0.838375863
MRPL36,Brain - Breast,0.751733955,0.424576387,0.838375863
RPL39L,Brain - Breast,1.372982696,0.425001725,0.838375863
ADGRG1,Brain - Breast,1.090689726,0.42534809,0.838392723
AP2B1,Brain - Breast,-1.119061124,0.425584357,0.838627396
UFD1,Brain - Breast,-0.662714565,0.426307697,0.838666915
STX3,Brain - Breast,1.285594306,0.426195471,0.838666915
FOSL2,Brain - Breast,-0.626260384,0.426117589,0.838666915
IMPA2,Brain - Breast,1.482258616,0.426061729,0.838666915
FAM204A,Brain - Breast,-0.665522276,0.426304814,0.838666915
FHIP2B,Brain - Breast,1.217819126,0.426200015,0.838666915
RTCA,Brain - Breast,-1.048245745,0.426614644,0.838679943
CNOT11,Brain - Breast,-0.967009322,0.426665967,0.838679943
SLC35C2,Brain - Breast,1.020376898,0.426545696,0.838679943
TSTD1,Brain - Breast,0.901250319,0.427529514,0.839224602
SEC23IP,Brain - Breast,-1.353638493,0.427471856,0.839224602
FADS1,Brain - Breast,-1.262669712,0.427171011,0.839224602
TRMT112,Brain - Breast,-0.430850771,0.427451914,0.839224602
DNASE2,Brain - Breast,-1.548163443,0.427310757,0.839224602
STIP1,Brain - Breast,-0.758770603,0.427983727,0.839243431
AKAP10,Brain - Breast,1.379046122,0.428518223,0.839243431
PPP2R1A,Brain - Breast,-0.925365662,0.428594758,0.839243431
MIF4GD,Brain - Breast,-1.145618769,0.428516515,0.839243431
NOTCH2,Brain - Breast,-1.243192943,0.428300697,0.839243431
SH3BP5L,Brain - Breast,1.494492992,0.428437356,0.839243431
NRBP2,Brain - Breast,1.040781108,0.427896489,0.839243431
SPP1,Brain - Breast,1.326300136,0.42803313,0.839243431
SULT1A4,Brain - Breast,0.567294098,0.427986723,0.839243431
KCNMA1,Brain - Breast,-1.328513581,0.429097345,0.839980223
RNF40,Brain - Breast,-1.231166251,0.42929872,0.839980223
COL4A1,Brain - Breast,0.288805817,0.429534344,0.839980223
FZD1,Brain - Breast,-1.423383931,0.429489465,0.839980223
DDRGK1,Brain - Breast,-0.875354056,0.42955802,0.839980223
OTUD6B,Brain - Breast,1.262765551,0.430364384,0.840157353
ARF4,Brain - Breast,-0.837124163,0.430283022,0.840157353
GLTP,Brain - Breast,-0.82282216,0.430532452,0.840157353
CHCHD3,Brain - Breast,-1.01994286,0.430488106,0.840157353
ELP3,Brain - Breast,-1.124856948,0.429924314,0.840157353
PPP1R35,Brain - Breast,-1.271706368,0.430391549,0.840157353
PLEKHJ1,Brain - Breast,1.268923366,0.430587982,0.840157353
MYO19,Brain - Breast,-1.622899849,0.430124953,0.840157353
HP1BP3,Brain - Breast,-0.822436679,0.430922518,0.840580867
RANBP3,Brain - Breast,1.237595957,0.43106244,0.840624628
IGF2R,Brain - Breast,-0.694303135,0.431672698,0.840669068
MSL2,Brain - Breast,-1.352008519,0.431623765,0.840669068
DDHD2,Brain - Breast,-0.98042488,0.431622296,0.840669068
MMP9,Brain - Breast,-1.737089036,0.431317659,0.840669068
GALNT6,Brain - Breast,1.126953206,0.431659372,0.840669068
TMPO,Brain - Breast,-1.0197315,0.432954547,0.840876706
EPB41,Brain - Breast,-1.289096868,0.432886407,0.840876706
ZNF592,Brain - Breast,-0.539245532,0.432669755,0.840876706
RBM34,Brain - Breast,-1.117155637,0.432235691,0.840876706
MINDY3,Brain - Breast,-1.12259032,0.432532699,0.840876706
INO80E,Brain - Breast,-1.220507824,0.432745402,0.840876706
EPS8L2,Brain - Breast,1.269966616,0.4322418,0.840876706
RRP1,Brain - Breast,-1.35095257,0.432100165,0.840876706
SLC25A3,Brain - Breast,-0.866126337,0.432361171,0.840876706
WDR46,Brain - Breast,1.045661909,0.432728306,0.840876706
EIF3L,Brain - Breast,-0.206442599,0.433214627,0.841153502
COL11A1,Brain - Breast,-1.40340651,0.433464615,0.841182348
ISOC2,Brain - Breast,-1.143510347,0.433428659,0.841182348
PLIN2,Brain - Breast,1.203627702,0.433723623,0.841228658
CDK9,Brain - Breast,-0.788901176,0.433672939,0.841228658
RARA,Brain - Breast,-1.117622801,0.433961512,0.841461957
KIAA0930,Brain - Breast,-1.105933257,0.435067304,0.842920812
CGGBP1,Brain - Breast,-0.659225107,0.434946163,0.842920812
PPM1G,Brain - Breast,-0.851966686,0.43505608,0.842920812
SLX1A,Brain - Breast,-1.23203306,0.435849628,0.843012595
ATP2C1,Brain - Breast,-0.717249038,0.436255751,0.843012595
GTF3C1,Brain - Breast,-1.175204173,0.436228034,0.843012595
LOXL2,Brain - Breast,-0.759050973,0.436312048,0.843012595
TDG,Brain - Breast,-1.092002385,0.435388352,0.843012595
FOXK2,Brain - Breast,-1.587591057,0.435455704,0.843012595
ISLR,Brain - Breast,1.173540778,0.436164439,0.843012595
LHFPL2,Brain - Breast,-1.060027581,0.435581904,0.843012595
MGME1,Brain - Breast,1.386418105,0.436367298,0.843012595
BAX,Brain - Breast,-0.535565906,0.435818991,0.843012595
FAM149B1,Brain - Breast,1.468264015,0.436410713,0.843012595
VPS54,Brain - Breast,-1.211429501,0.436722549,0.843387271
GSTO1,Brain - Breast,-0.843120265,0.437357685,0.844262901
TSPOAP1,Brain - Breast,-1.259680003,0.43741196,0.844262901
THTPA,Brain - Breast,1.172767241,0.437636947,0.844469351
PRPF8,Brain - Breast,-1.113197653,0.437847559,0.84464796
FH,Brain - Breast,-1.234743703,0.44076103,0.845005608
SUPT20H,Brain - Breast,-1.307637172,0.438899144,0.845005608
INCENP,Brain - Breast,1.35088831,0.438903094,0.845005608
GTF2H2C,Brain - Breast,-0.639785545,0.439985228,0.845005608
DROSHA,Brain - Breast,-1.35697766,0.443311404,0.845005608
KIZ,Brain - Breast,1.435795111,0.443192315,0.845005608
PPP2R2D,Brain - Breast,-0.956080755,0.441987687,0.845005608
IGHMBP2,Brain - Breast,-0.401116452,0.441445902,0.845005608
PDE6D,Brain - Breast,-1.120448068,0.443347457,0.845005608
RANBP1,Brain - Breast,-0.687483697,0.442300432,0.845005608
NFE2L1,Brain - Breast,-0.794079321,0.438743751,0.845005608
TUB,Brain - Breast,-1.180724842,0.441504643,0.845005608
AXIN1,Brain - Breast,-1.359938914,0.439631157,0.845005608
DENR,Brain - Breast,-0.552758154,0.441059493,0.845005608
FAM193A,Brain - Breast,0.979358919,0.443042655,0.845005608
MCM3AP,Brain - Breast,1.157774008,0.439766503,0.845005608
KIF5B,Brain - Breast,-0.692190812,0.438972204,0.845005608
RABGGTB,Brain - Breast,-1.20234204,0.442828229,0.845005608
UBE2E3,Brain - Breast,-0.848942722,0.441701675,0.845005608
SRCAP,Brain - Breast,-0.796345883,0.439983396,0.845005608
U2AF2,Brain - Breast,-0.795364654,0.441007678,0.845005608
BAMBI,Brain - Breast,1.324981966,0.439060312,0.845005608
KIR3DL1,Brain - Breast,-0.759344305,0.441081951,0.845005608
STOML2,Brain - Breast,1.215991183,0.439995517,0.845005608
SUPT7L,Brain - Breast,0.12783056,0.442217896,0.845005608
CDK19,Brain - Breast,-1.276044982,0.442756826,0.845005608
REXO2,Brain - Breast,-1.099373994,0.439330431,0.845005608
PIAS1,Brain - Breast,-0.696253855,0.441806224,0.845005608
CEP55,Brain - Breast,-1.090784834,0.439508759,0.845005608
PARVA,Brain - Breast,-0.897694345,0.441536658,0.845005608
FBXL8,Brain - Breast,-1.399932061,0.440674848,0.845005608
WNK1,Brain - Breast,-0.770743306,0.439933792,0.845005608
ROGDI,Brain - Breast,-0.782752295,0.4403435,0.845005608
STEAP4,Brain - Breast,1.186619784,0.440684908,0.845005608
RNF34,Brain - Breast,-1.037887893,0.443252893,0.845005608
RFT1,Brain - Breast,1.162365292,0.441812122,0.845005608
FAM114A1,Brain - Breast,-1.005988426,0.442053798,0.845005608
CAVIN3,Brain - Breast,-1.173760653,0.439919709,0.845005608
PSMD12,Brain - Breast,1.161105519,0.439439101,0.845005608
P4HTM,Brain - Breast,0.859380014,0.439261757,0.845005608
PRDX2,Brain - Breast,-0.901368045,0.442216665,0.845005608
KIF1B,Brain - Breast,1.269457591,0.441774278,0.845005608
COQ4,Brain - Breast,-1.218871431,0.442562978,0.845005608
CSNK2A3,Brain - Breast,1.077441547,0.442989627,0.845005608
NME2,Brain - Breast,-0.152598311,0.440241399,0.845005608
HES7,Brain - Breast,-1.091852783,0.443649118,0.845355377
APP,Brain - Breast,0.453764854,0.444183991,0.846149216
XPR1,Brain - Breast,1.283405467,0.444362527,0.846167395
GDE1,Brain - Breast,-0.933182206,0.444548321,0.846167395
NICN1,Brain - Breast,-0.561520334,0.44443253,0.846167395
PCDH1,Brain - Breast,1.221856458,0.444709189,0.846248471
ABHD16A,Brain - Breast,-0.156381266,0.445367967,0.846627901
PSENEN,Brain - Breast,-0.784303596,0.445160171,0.846627901
BDH1,Brain - Breast,1.36214062,0.44538189,0.846627901
ANKRD13D,Brain - Breast,-0.855284375,0.445107913,0.846627901
R3HDM2,Brain - Breast,-0.705208874,0.445609223,0.846835058
HSD17B10,Brain - Breast,-1.021356643,0.445925378,0.846985951
MRPS25,Brain - Breast,-1.450926431,0.445833887,0.846985951
BCAS4,Brain - Breast,-1.331691283,0.446643382,0.847374207
MECP2,Brain - Breast,1.184597576,0.44645172,0.847374207
PGD,Brain - Breast,-0.861595477,0.44655465,0.847374207
ASPSCR1,Brain - Breast,1.306467035,0.446721944,0.847374207
WDR13,Brain - Breast,1.211213106,0.446471609,0.847374207
SLC35E4,Brain - Breast,-1.258331745,0.44702549,0.847500631
KCTD10,Brain - Breast,-0.927906842,0.447024085,0.847500631
CLDN7,Brain - Breast,0.556217092,0.447207973,0.847622
CUL4B,Brain - Breast,-1.137884391,0.447517623,0.847759754
YIPF4,Brain - Breast,-1.17341955,0.447489479,0.847759754
BET1L,Brain - Breast,0.949151299,0.448079017,0.847953097
SNRNP40,Brain - Breast,1.21039668,0.447904582,0.847953097
TDP2,Brain - Breast,-1.043240736,0.448093733,0.847953097
SLC25A46,Brain - Breast,-1.099644339,0.447872358,0.847953097
SWI5,Brain - Breast,1.374358816,0.448631569,0.848102473
NCOA1,Brain - Breast,-1.127960017,0.44872081,0.848102473
PRELID1,Brain - Breast,-0.580278277,0.448757452,0.848102473
ITGA1,Brain - Breast,1.172665423,0.448584057,0.848102473
RNF144B,Brain - Breast,1.356576035,0.448765334,0.848102473
LMO2,Brain - Breast,1.303747396,0.4495713,0.848357977
VPS26C,Brain - Breast,-1.073755708,0.449459608,0.848357977
DYNLT1,Brain - Breast,-0.789354249,0.449347267,0.848357977
PLK2,Brain - Breast,-1.180963119,0.449412126,0.848357977
TENT5B,Brain - Breast,1.136784311,0.449611942,0.848357977
PSMF1,Brain - Breast,0.697216831,0.449071208,0.848357977
BAP1,Brain - Breast,1.187155263,0.44983783,0.84856042
AURKAIP1,Brain - Breast,-0.755101132,0.45005447,0.848745316
TNFAIP2,Brain - Breast,-0.555588111,0.450351273,0.849081254
SUGP2,Brain - Breast,-0.980550521,0.450816953,0.849287863
ATF6,Brain - Breast,0.874396309,0.450797774,0.849287863
PCNP,Brain - Breast,-0.540874502,0.450781247,0.849287863
C8orf82,Brain - Breast,0.927630071,0.451179422,0.849308528
THOC5,Brain - Breast,-1.141711015,0.451532987,0.849308528
FOXP4,Brain - Breast,1.192817096,0.452133638,0.849308528
CRIP1,Brain - Breast,-0.507137417,0.452002015,0.849308528
DDX3X,Brain - Breast,-0.4086555,0.451830383,0.849308528
SMARCC1,Brain - Breast,-0.618370906,0.451930746,0.849308528
ST6GALNAC2,Brain - Breast,1.45727463,0.452054521,0.849308528
AK2,Brain - Breast,-1.00905993,0.452010402,0.849308528
BABAM1,Brain - Breast,-0.949313219,0.451309357,0.849308528
GIGYF1,Brain - Breast,-1.123042277,0.451921769,0.849308528
OLFM2,Brain - Breast,-1.100945478,0.452090486,0.849308528
GAA,Brain - Breast,0.814992602,0.452256779,0.849316865
CHKB,Brain - Breast,-1.164334072,0.452418689,0.849397985
DSP,Brain - Breast,0.983389628,0.453073273,0.849512388
RTN4,Brain - Breast,0.414378475,0.45295797,0.849512388
HECTD1,Brain - Breast,-0.956154486,0.452992274,0.849512388
PLPP1,Brain - Breast,-1.34013482,0.452786988,0.849512388
GADD45GIP1,Brain - Breast,-1.063226998,0.45298969,0.849512388
TAX1BP3,Brain - Breast,-0.845806636,0.453402148,0.849795617
PEDS1,Brain - Breast,1.043127153,0.453580637,0.849795617
SMDT1,Brain - Breast,-1.070502521,0.453503019,0.849795617
LILRB4,Brain - Breast,-1.36849529,0.453994474,0.849903312
ARHGEF17,Brain - Breast,1.294177412,0.453852804,0.849903312
ZNF639,Brain - Breast,-0.809663007,0.4539655,0.849903312
ENG,Brain - Breast,-0.93596707,0.454387472,0.850403021
GOLM1,Brain - Breast,-1.275405592,0.454499113,0.850403021
STX7,Brain - Breast,-1.091319544,0.454682889,0.850524463
EPCAM,Brain - Breast,1.372845374,0.454909686,0.850726295
GADD45A,Brain - Breast,-0.737988634,0.455299355,0.850834431
NAGK,Brain - Breast,0.277915727,0.455324254,0.850834431
ELP2,Brain - Breast,1.145469245,0.455160435,0.850834431
PDLIM1,Brain - Breast,-0.85029652,0.455563096,0.850836322
NOL9,Brain - Breast,-1.277790536,0.45556165,0.850836322
ZNF770,Brain - Breast,1.253455731,0.455800857,0.851058229
COA3,Brain - Breast,0.926150655,0.456362422,0.851063398
EIF4G2,Brain - Breast,0.128184593,0.456187977,0.851063398
MBOAT1,Brain - Breast,1.028800367,0.45615332,0.851063398
TSKU,Brain - Breast,1.17585059,0.456398359,0.851063398
STARD7,Brain - Breast,-0.634041161,0.456373744,0.851063398
TOM1,Brain - Breast,1.188603366,0.456715583,0.851433036
DDOST,Brain - Breast,-0.7677328,0.457193539,0.85151291
ASCC3,Brain - Breast,-1.134891836,0.457472485,0.85151291
RDH11,Brain - Breast,-1.259944583,0.457443907,0.85151291
RNF38,Brain - Breast,-0.676461411,0.457323292,0.85151291
MYDGF,Brain - Breast,-0.878688877,0.457049621,0.85151291
ORAI1,Brain - Breast,-1.110669409,0.457227202,0.85151291
ATP13A2,Brain - Breast,-1.391781401,0.457844591,0.851634285
MRPL20,Brain - Breast,-0.626868785,0.457779106,0.851634285
CENPW,Brain - Breast,1.486699451,0.457894772,0.851634285
FCAMR,Brain - Breast,-0.652093228,0.458096274,0.851750502
HLA-DQA2,Brain - Breast,-1.547665348,0.458195343,0.851750502
CNN3,Brain - Breast,-0.920165708,0.458508169,0.851875174
SMG7,Brain - Breast,-0.809975945,0.458619591,0.851875174
TMEM14B,Brain - Breast,-0.746161879,0.458608783,0.851875174
ACVR1B,Brain - Breast,-1.181642706,0.45890337,0.852181057
ZNF623,Brain - Breast,-1.425676675,0.459542379,0.853146269
ADI1,Brain - Breast,-0.705380771,0.459772104,0.853351336
TSPAN9,Brain - Breast,1.278912115,0.459911605,0.853388884
SLC44A4,Brain - Breast,1.237587164,0.460346448,0.853974289
GALM,Brain - Breast,-0.797447855,0.460637766,0.854265661
ORMDL3,Brain - Breast,-0.757464104,0.460742304,0.854265661
NCBP2,Brain - Breast,-0.171144217,0.462140762,0.855183452
STARD3,Brain - Breast,1.034205219,0.46211048,0.855183452
BBIP1,Brain - Breast,-1.312086158,0.461923475,0.855183452
WIPI2,Brain - Breast,1.113253673,0.461990519,0.855183452
RFWD3,Brain - Breast,1.156741048,0.46180033,0.855183452
USP32,Brain - Breast,1.133458441,0.46213121,0.855183452
RILPL2,Brain - Breast,-1.071076348,0.461711623,0.855183452
TMEM59,Brain - Breast,-0.163813962,0.462193488,0.855183452
MLH3,Brain - Breast,-1.219032273,0.462419705,0.855380813
AURKB,Brain - Breast,-1.195539277,0.463013534,0.85603665
ZNRF2,Brain - Breast,-1.043038762,0.462924006,0.85603665
OCRL,Brain - Breast,1.117104215,0.463469635,0.856437304
SELENOM,Brain - Breast,-0.658454366,0.463364794,0.856437304
QARS1,Brain - Breast,-1.11918956,0.463601298,0.856459407
UBE2D4,Brain - Breast,1.163787395,0.463824755,0.856651039
RHBDD2,Brain - Breast,-0.671664211,0.46399852,0.856750815
TSG101,Brain - Breast,0.91233445,0.464604392,0.857619769
ADAT1,Brain - Breast,1.077614001,0.464855157,0.857619769
ARL5B,Brain - Breast,-1.107342723,0.464948579,0.857619769
TMEM179B,Brain - Breast,-1.130279339,0.464736464,0.857619769
MRPL58,Brain - Breast,-1.397002876,0.465569847,0.857767019
LRBA,Brain - Breast,-1.267402853,0.465729625,0.857767019
MEMO1,Brain - Breast,-1.187952332,0.46524543,0.857767019
ARMC1,Brain - Breast,1.0474724,0.465794981,0.857767019
JAGN1,Brain - Breast,-1.305922257,0.465530269,0.857767019
CARNMT1,Brain - Breast,-1.310051413,0.465391377,0.857767019
SAP18,Brain - Breast,0.918359909,0.465867594,0.857767019
SAP25,Brain - Breast,-1.048318777,0.466430115,0.857919659
NUP54,Brain - Breast,-1.331784088,0.466282901,0.857919659
SLC9A1,Brain - Breast,1.133073163,0.466346708,0.857919659
CDC42EP1,Brain - Breast,1.131933957,0.466429493,0.857919659
KIAA2013,Brain - Breast,-0.619780191,0.466601718,0.858014725
NAT9,Brain - Breast,-1.213773412,0.466942394,0.858420563
GPR160,Brain - Breast,-1.042382353,0.467378255,0.858560054
NMD3,Brain - Breast,-1.251986532,0.467301705,0.858560054
PPP4R3B,Brain - Breast,-0.634193926,0.467234266,0.858560054
DNASE1L1,Brain - Breast,-1.077296808,0.468364127,0.858802319
GPX3,Brain - Breast,-0.932636374,0.468470363,0.858802319
TJP1,Brain - Breast,0.843026071,0.467764755,0.858802319
SMAD7,Brain - Breast,-0.532129926,0.468019095,0.858802319
FAM162A,Brain - Breast,-0.942694284,0.467972626,0.858802319
CHPF2,Brain - Breast,1.233708792,0.468265753,0.858802319
SUPT5H,Brain - Breast,0.91578092,0.468135102,0.858802319
ZNF805,Brain - Breast,-0.730419104,0.468424335,0.858802319
LIPA,Brain - Breast,-1.043556624,0.477267162,0.859080892
NOTCH3,Brain - Breast,0.994675368,0.47216778,0.859080892
VWF,Brain - Breast,1.032897021,0.469282419,0.859080892
DCK,Brain - Breast,-1.073025261,0.476863465,0.859080892
FBLN2,Brain - Breast,-1.181502833,0.475111308,0.859080892
SEC61G,Brain - Breast,0.204680761,0.474986274,0.859080892
SORBS3,Brain - Breast,1.227931807,0.468977961,0.859080892
SPINT1,Brain - Breast,1.137907682,0.477131691,0.859080892
DBNDD2,Brain - Breast,-0.967606493,0.473987234,0.859080892
MYH14,Brain - Breast,1.28914688,0.475859355,0.859080892
TTC39A,Brain - Breast,1.175904116,0.469754989,0.859080892
LRRC58,Brain - Breast,-1.214275764,0.477047204,0.859080892
SYNPO,Brain - Breast,-0.9145031,0.469829363,0.859080892
MICAL3,Brain - Breast,1.400036577,0.475950083,0.859080892
DOK3,Brain - Breast,-0.964402991,0.476265447,0.859080892
ELF1,Brain - Breast,-0.754745382,0.4749579,0.859080892
ZSCAN18,Brain - Breast,1.165454469,0.476709735,0.859080892
